hidden_width,seed,condition,acc_t1,acc_t3,gain
45,8,group_c2,0.845000,0.795000,-0.050000
45,9,baseline,0.835000,0.835000,0.000000
45,9,group_a,0.835000,0.835000,0.000000
45,9,group_c1,0.835000,0.725500,-0.109500
45,9,group_c2,0.835000,0.795000,-0.040000
245,0,baseline,0.850000,0.840000,-0.010000
245,0,group_a,0.850000,0.850000,0.000000
245,0,group_c1,0.850000,0.619000,-0.231000
245,0,group_c2,0.850000,0.755000,-0.095000
245,1,baseline,0.840000,0.815000,-0.025000
245,1,group_a,0.840000,0.840000,0.000000
245,1,group_c1,0.840000,0.542167,-0.297833
245,1,group_c2,0.840000,0.800000,-0.040000
245,2,baseline,0.775000,0.785000,0.010000
245,2,group_a,0.775000,0.775000,0.000000
245,2,group_c1,0.775000,0.548667,-0.226333
245,2,group_c2,0.775000,0.570000,-0.205000
245,3,baseline,0.845000,0.835000,-0.010000
245,3,group_a,0.845000,0.845000,0.000000
245,3,group_c1,0.845000,0.600000,-0.245000
245,3,group_c2,0.845000,0.860000,0.015000
245,4,baseline,0.795000,0.855000,0.060000
245,4,group_a,0.795000,0.795000,0.000000
245,4,group_c1,0.795000,0.571833,-0.223167
245,4,group_c2,0.795000,0.740000,-0.055000
245,5,baseline,0.840000,0.865000,0.025000
245,5,group_a,0.840000,0.840000,0.000000
245,5,group_c1,0.840000,0.569833,-0.270167
245,5,group_c2,0.840000,0.810000,-0.030000
245,6,baseline,0.750000,0.830000,0.080000
245,6,group_a,0.750000,0.750000,0.000000
245,6,group_c1,0.750000,0.427000,-0.323000
245,6,group_c2,0.750000,0.695000,-0.055000
245,7,baseline,0.750000,0.845000,0.095000
245,7,group_a,0.750000,0.750000,0.000000
245,7,group_c1,0.750000,0.589833,-0.160167
245,7,group_c2,0.750000,0.690000,-0.060000
245,8,baseline,0.810000,0.810000,0.000000
245,8,group_a,0.810000,0.810000,0.000000
245,8,group_c1,0.810000,0.500000,-0.310000
245,8,group_c2,0.810000,0.710000,-0.100000
245,9,baseline,0.765000,0.865000,0.100000
245,9,group_a,0.765000,0.765000,0.000000
245,9,group_c1,0.765000,0.461333,-0.303667
245,9,group_c2,0.765000,0.845000,0.080000
