seed,condition,T_max,t,accuracy
0,group_a,20,1,0.785000
0,group_a,20,2,0.730000
0,group_a,20,3,0.770000
0,group_a,20,4,0.760000
0,group_a,20,5,0.725000
0,group_a,20,6,0.780000
0,group_a,20,7,0.790000
0,group_a,20,8,0.805000
0,group_a,20,9,0.765000
0,group_a,20,10,0.760000
0,group_a,20,11,0.815000
0,group_a,20,12,0.775000
0,group_a,20,13,0.775000
0,group_a,20,14,0.735000
0,group_a,20,15,0.755000
0,group_a,20,16,0.750000
0,group_a,20,17,0.800000
0,group_a,20,18,0.735000
0,group_a,20,19,0.795000
0,group_a,20,20,0.735000
0,group_c1,20,1,0.785000
0,group_c1,20,2,0.618667
0,group_c1,20,3,0.649333
0,group_c1,20,4,0.622333
0,group_c1,20,5,0.611000
0,group_c1,20,6,0.647667
0,group_c1,20,7,0.671667
0,group_c1,20,8,0.673500
0,group_c1,20,9,0.636833
0,group_c1,20,10,0.622167
0,group_c1,20,11,0.637333
0,group_c1,20,12,0.626167
0,group_c1,20,13,0.625500
0,group_c1,20,14,0.609167
0,group_c1,20,15,0.613667
0,group_c1,20,16,0.655833
0,group_c1,20,17,0.639000
0,group_c1,20,18,0.630500
0,group_c1,20,19,0.646500
0,group_c1,20,20,0.617667
0,group_c2,20,1,0.785000
0,group_c2,20,2,0.720000
0,group_c2,20,3,0.675000
0,group_c2,20,4,0.620000
0,group_c2,20,5,0.680000
0,group_c2,20,6,0.725000
0,group_c2,20,7,0.745000
0,group_c2,20,8,0.730000
0,group_c2,20,9,0.720000
0,group_c2,20,10,0.720000
0,group_c2,20,11,0.675000
0,group_c2,20,12,0.745000
0,group_c2,20,13,0.670000
0,group_c2,20,14,0.690000
0,group_c2,20,15,0.705000
0,group_c2,20,16,0.710000
0,group_c2,20,17,0.765000
0,group_c2,20,18,0.665000
0,group_c2,20,19,0.690000
0,group_c2,20,20,0.685000
1,baseline,3,1,0.725000
1,baseline,3,2,0.910000
1,baseline,3,3,0.925000
1,group_a,3,1,0.725000
1,group_a,3,2,0.735000
1,group_a,3,3,0.755000
1,group_c1,3,1,0.725000
1,group_c1,3,2,0.577000
1,group_c1,3,3,0.576833
1,group_c2,3,1,0.725000
1,group_c2,3,2,0.730000
1,group_c2,3,3,0.790000
1,baseline,5,1,0.765000
1,baseline,5,2,0.835000
1,baseline,5,3,0.900000
1,baseline,5,4,0.925000
1,baseline,5,5,0.945000
1,group_a,5,1,0.765000
1,group_a,5,2,0.735000
1,group_a,5,3,0.715000
1,group_a,5,4,0.685000
1,group_a,5,5,0.740000
1,group_c1,5,1,0.765000
1,group_c1,5,2,0.576000
1,group_c1,5,3,0.570833
1,group_c1,5,4,0.546667
1,group_c1,5,5,0.569000
1,group_c2,5,1,0.765000
1,group_c2,5,2,0.710000
1,group_c2,5,3,0.780000
1,group_c2,5,4,0.765000
1,group_c2,5,5,0.775000
1,baseline,7,1,0.760000
1,baseline,7,2,0.875000
1,baseline,7,3,0.895000
1,baseline,7,4,0.920000
1,baseline,7,5,0.925000
1,baseline,7,6,0.945000
1,baseline,7,7,0.935000
1,group_a,7,1,0.760000
1,group_a,7,2,0.700000
1,group_a,7,3,0.800000
1,group_a,7,4,0.755000
1,group_a,7,5,0.730000
1,group_a,7,6,0.725000
1,group_a,7,7,0.775000
1,group_c1,7,1,0.760000
1,group_c1,7,2,0.582167
1,group_c1,7,3,0.596333
1,group_c1,7,4,0.580333
1,group_c1,7,5,0.542000
1,group_c1,7,6,0.582167
1,group_c1,7,7,0.566167
1,group_c2,7,1,0.760000
1,group_c2,7,2,0.735000
1,group_c2,7,3,0.800000
1,group_c2,7,4,0.775000
1,group_c2,7,5,0.765000
1,group_c2,7,6,0.805000
1,group_c2,7,7,0.790000
1,baseline,10,1,0.720000
1,baseline,10,2,0.860000
1,baseline,10,3,0.925000
1,baseline,10,4,0.945000
1,baseline,10,5,0.960000
1,baseline,10,6,0.940000
1,baseline,10,7,0.930000
1,baseline,10,8,0.920000
1,baseline,10,9,0.930000
1,baseline,10,10,0.955000
1,group_a,10,1,0.720000
1,group_a,10,2,0.730000
1,group_a,10,3,0.765000
1,group_a,10,4,0.730000
1,group_a,10,5,0.690000
1,group_a,10,6,0.760000
1,group_a,10,7,0.730000
1,group_a,10,8,0.760000
1,group_a,10,9,0.745000
1,group_a,10,10,0.730000
1,group_c1,10,1,0.720000
1,group_c1,10,2,0.573000
1,group_c1,10,3,0.566000
1,group_c1,10,4,0.566500
1,group_c1,10,5,0.548500
1,group_c1,10,6,0.571000
1,group_c1,10,7,0.569667
1,group_c1,10,8,0.577667
1,group_c1,10,9,0.572667
1,group_c1,10,10,0.572000
1,group_c2,10,1,0.720000
1,group_c2,10,2,0.735000
1,group_c2,10,3,0.785000
1,group_c2,10,4,0.775000
1,group_c2,10,5,0.720000
1,group_c2,10,6,0.795000
1,group_c2,10,7,0.745000
1,group_c2,10,8,0.770000
1,group_c2,10,9,0.730000
1,group_c2,10,10,0.775000
1,baseline,15,1,0.765000
1,baseline,15,2,0.865000
1,baseline,15,3,0.920000
1,baseline,15,4,0.960000
1,baseline,15,5,0.890000
1,baseline,15,6,0.930000
1,baseline,15,7,0.940000
1,baseline,15,8,0.955000
1,baseline,15,9,0.960000
1,baseline,15,10,0.935000
1,baseline,15,11,0.950000
1,baseline,15,12,0.930000
1,baseline,15,13,0.945000
1,baseline,15,14,0.940000
1,baseline,15,15,0.935000
1,group_a,15,1,0.765000
1,group_a,15,2,0.735000
1,group_a,15,3,0.760000
1,group_a,15,4,0.760000
1,group_a,15,5,0.715000
1,group_a,15,6,0.685000
1,group_a,15,7,0.755000
1,group_a,15,8,0.745000
1,group_a,15,9,0.740000
1,group_a,15,10,0.715000
1,group_a,15,11,0.715000
1,group_a,15,12,0.780000
1,group_a,15,13,0.725000
1,group_a,15,14,0.665000
1,group_a,15,15,0.745000
1,group_c1,15,1,0.765000
1,group_c1,15,2,0.595833
1,group_c1,15,3,0.561167
1,group_c1,15,4,0.583667
1,group_c1,15,5,0.557000
1,group_c1,15,6,0.565667
1,group_c1,15,7,0.550000
1,group_c1,15,8,0.557333
1,group_c1,15,9,0.556833
1,group_c1,15,10,0.569833
1,group_c1,15,11,0.568500
1,group_c1,15,12,0.572667
1,group_c1,15,13,0.548000
1,group_c1,15,14,0.563833
1,group_c1,15,15,0.586000
1,group_c2,15,1,0.765000
1,group_c2,15,2,0.765000
1,group_c2,15,3,0.765000
1,group_c2,15,4,0.785000
1,group_c2,15,5,0.710000
1,group_c2,15,6,0.730000
1,group_c2,15,7,0.760000
1,group_c2,15,8,0.760000
1,group_c2,15,9,0.745000
1,group_c2,15,10,0.725000
1,group_c2,15,11,0.775000
1,group_c2,15,12,0.780000
1,group_c2,15,13,0.730000
1,group_c2,15,14,0.745000
1,group_c2,15,15,0.770000
1,baseline,20,1,0.735000
1,baseline,20,2,0.815000
1,baseline,20,3,0.895000
1,baseline,20,4,0.925000
1,baseline,20,5,0.950000
1,baseline,20,6,0.910000
1,baseline,20,7,0.950000
1,baseline,20,8,0.955000
1,baseline,20,9,0.925000
1,baseline,20,10,0.950000
1,baseline,20,11,0.935000
1,baseline,20,12,0.935000
1,baseline,20,13,0.950000
1,baseline,20,14,0.965000
1,baseline,20,15,0.950000
1,baseline,20,16,0.955000
1,baseline,20,17,0.940000
1,baseline,20,18,0.940000
1,baseline,20,19,0.920000
1,baseline,20,20,0.905000
1,group_a,20,1,0.735000
1,group_a,20,2,0.705000
1,group_a,20,3,0.715000
1,group_a,20,4,0.745000
1,group_a,20,5,0.735000
1,group_a,20,6,0.720000
1,group_a,20,7,0.745000
1,group_a,20,8,0.705000
1,group_a,20,9,0.790000
1,group_a,20,10,0.715000
1,group_a,20,11,0.680000
1,group_a,20,12,0.710000
1,group_a,20,13,0.735000
1,group_a,20,14,0.700000
1,group_a,20,15,0.800000
1,group_a,20,16,0.725000
1,group_a,20,17,0.730000
1,group_a,20,18,0.745000
1,group_a,20,19,0.735000
1,group_a,20,20,0.730000
1,group_c1,20,1,0.735000
1,group_c1,20,2,0.552167
1,group_c1,20,3,0.556000
1,group_c1,20,4,0.552833
1,group_c1,20,5,0.562333
1,group_c1,20,6,0.541833
1,group_c1,20,7,0.566000
1,group_c1,20,8,0.565333
1,group_c1,20,9,0.562667
1,group_c1,20,10,0.563833
1,group_c1,20,11,0.545667
1,group_c1,20,12,0.537667
1,group_c1,20,13,0.561167
1,group_c1,20,14,0.568667
1,group_c1,20,15,0.559667
1,group_c1,20,16,0.569500
1,group_c1,20,17,0.571833
1,group_c1,20,18,0.574833
1,group_c1,20,19,0.534000
1,group_c1,20,20,0.532000
1,group_c2,20,1,0.735000
1,group_c2,20,2,0.700000
1,group_c2,20,3,0.730000
1,group_c2,20,4,0.745000
1,group_c2,20,5,0.765000
1,group_c2,20,6,0.770000
1,group_c2,20,7,0.730000
1,group_c2,20,8,0.740000
1,group_c2,20,9,0.740000
1,group_c2,20,10,0.735000
1,group_c2,20,11,0.755000
1,group_c2,20,12,0.700000
1,group_c2,20,13,0.725000
1,group_c2,20,14,0.765000
1,group_c2,20,15,0.780000
1,group_c2,20,16,0.775000
1,group_c2,20,17,0.745000
1,group_c2,20,18,0.770000
1,group_c2,20,19,0.750000
1,group_c2,20,20,0.760000
2,baseline,3,1,0.710000
2,baseline,3,2,0.845000
2,baseline,3,3,0.865000
2,group_a,3,1,0.710000
2,group_a,3,2,0.645000
2,group_a,3,3,0.615000
2,group_c1,3,1,0.710000
2,group_c1,3,2,0.624667
2,group_c1,3,3,0.599667
2,group_c2,3,1,0.710000
2,group_c2,3,2,0.830000
2,group_c2,3,3,0.815000
2,baseline,5,1,0.665000
2,baseline,5,2,0.810000
2,baseline,5,3,0.925000
2,baseline,5,4,0.930000
2,baseline,5,5,0.865000
2,group_a,5,1,0.665000
2,group_a,5,2,0.645000
2,group_a,5,3,0.680000
2,group_a,5,4,0.700000
2,group_a,5,5,0.695000
2,group_c1,5,1,0.665000
2,group_c1,5,2,0.592000
2,group_c1,5,3,0.591000
2,group_c1,5,4,0.603167
2,group_c1,5,5,0.549667
2,group_c2,5,1,0.665000
2,group_c2,5,2,0.815000
2,group_c2,5,3,0.830000
2,group_c2,5,4,0.870000
2,group_c2,5,5,0.830000
2,baseline,7,1,0.655000
2,baseline,7,2,0.815000
2,baseline,7,3,0.945000
2,baseline,7,4,0.910000
2,baseline,7,5,0.910000
2,baseline,7,6,0.865000
2,baseline,7,7,0.885000
2,group_a,7,1,0.655000
2,group_a,7,2,0.685000
2,group_a,7,3,0.675000
2,group_a,7,4,0.715000
2,group_a,7,5,0.635000
2,group_a,7,6,0.630000
2,group_a,7,7,0.670000
2,group_c1,7,1,0.655000
2,group_c1,7,2,0.648833
2,group_c1,7,3,0.597500
2,group_c1,7,4,0.595667
2,group_c1,7,5,0.575833
2,group_c1,7,6,0.559333
2,group_c1,7,7,0.584833
2,group_c2,7,1,0.655000
2,group_c2,7,2,0.770000
2,group_c2,7,3,0.890000
2,group_c2,7,4,0.845000
2,group_c2,7,5,0.825000
2,group_c2,7,6,0.850000
2,group_c2,7,7,0.900000
2,baseline,10,1,0.655000
2,baseline,10,2,0.820000
2,baseline,10,3,0.900000
2,baseline,10,4,0.865000
2,baseline,10,5,0.880000
2,baseline,10,6,0.895000
2,baseline,10,7,0.860000
2,baseline,10,8,0.880000
2,baseline,10,9,0.870000
2,baseline,10,10,0.895000
2,group_a,10,1,0.655000
2,group_a,10,2,0.635000
2,group_a,10,3,0.695000
2,group_a,10,4,0.675000
2,group_a,10,5,0.650000
2,group_a,10,6,0.685000
2,group_a,10,7,0.675000
2,group_a,10,8,0.655000
2,group_a,10,9,0.595000
2,group_a,10,10,0.670000
2,group_c1,10,1,0.655000
2,group_c1,10,2,0.636667
2,group_c1,10,3,0.614000
2,group_c1,10,4,0.560000
2,group_c1,10,5,0.591833
2,group_c1,10,6,0.594000
2,group_c1,10,7,0.567000
2,group_c1,10,8,0.577667
2,group_c1,10,9,0.561667
2,group_c1,10,10,0.603333
2,group_c2,10,1,0.655000
2,group_c2,10,2,0.770000
2,group_c2,10,3,0.805000
2,group_c2,10,4,0.860000
2,group_c2,10,5,0.855000
2,group_c2,10,6,0.865000
2,group_c2,10,7,0.880000
2,group_c2,10,8,0.860000
2,group_c2,10,9,0.835000
2,group_c2,10,10,0.850000
2,baseline,15,1,0.670000
2,baseline,15,2,0.840000
2,baseline,15,3,0.875000
2,baseline,15,4,0.895000
2,baseline,15,5,0.905000
2,baseline,15,6,0.885000
2,baseline,15,7,0.835000
2,baseline,15,8,0.875000
2,baseline,15,9,0.865000
2,baseline,15,10,0.895000
2,baseline,15,11,0.895000
2,baseline,15,12,0.895000
2,baseline,15,13,0.885000
2,baseline,15,14,0.870000
2,baseline,15,15,0.905000
2,group_a,15,1,0.670000
2,group_a,15,2,0.670000
2,group_a,15,3,0.675000
2,group_a,15,4,0.710000
2,group_a,15,5,0.665000
2,group_a,15,6,0.670000
2,group_a,15,7,0.670000
2,group_a,15,8,0.640000
2,group_a,15,9,0.615000
2,group_a,15,10,0.645000
2,group_a,15,11,0.675000
2,group_a,15,12,0.685000
2,group_a,15,13,0.680000
2,group_a,15,14,0.665000
2,group_a,15,15,0.675000
2,group_c1,15,1,0.670000
2,group_c1,15,2,0.638833
2,group_c1,15,3,0.566167
2,group_c1,15,4,0.607000
2,group_c1,15,5,0.599833
2,group_c1,15,6,0.579833
2,group_c1,15,7,0.564000
2,group_c1,15,8,0.553333
2,group_c1,15,9,0.562000
2,group_c1,15,10,0.584333
2,group_c1,15,11,0.579667
2,group_c1,15,12,0.573000
2,group_c1,15,13,0.521667
2,group_c1,15,14,0.573833
2,group_c1,15,15,0.569000
2,group_c2,15,1,0.670000
2,group_c2,15,2,0.785000
2,group_c2,15,3,0.850000
2,group_c2,15,4,0.850000
2,group_c2,15,5,0.865000
2,group_c2,15,6,0.835000
2,group_c2,15,7,0.875000
2,group_c2,15,8,0.845000
2,group_c2,15,9,0.815000
2,group_c2,15,10,0.845000
2,group_c2,15,11,0.830000
2,group_c2,15,12,0.905000
2,group_c2,15,13,0.810000
2,group_c2,15,14,0.820000
2,group_c2,15,15,0.825000
2,baseline,20,1,0.680000
2,baseline,20,2,0.830000
2,baseline,20,3,0.940000
2,baseline,20,4,0.925000
2,baseline,20,5,0.905000
2,baseline,20,6,0.910000
2,baseline,20,7,0.850000
2,baseline,20,8,0.905000
2,baseline,20,9,0.905000
2,baseline,20,10,0.900000
2,baseline,20,11,0.920000
2,baseline,20,12,0.855000
2,baseline,20,13,0.925000
2,baseline,20,14,0.900000
2,baseline,20,15,0.890000
2,baseline,20,16,0.855000
2,baseline,20,17,0.860000
2,baseline,20,18,0.870000
2,baseline,20,19,0.830000
2,baseline,20,20,0.860000
2,group_a,20,1,0.680000
2,group_a,20,2,0.655000
2,group_a,20,3,0.685000
2,group_a,20,4,0.710000
2,group_a,20,5,0.700000
2,group_a,20,6,0.675000
2,group_a,20,7,0.655000
2,group_a,20,8,0.700000
2,group_a,20,9,0.655000
2,group_a,20,10,0.680000
2,group_a,20,11,0.650000
2,group_a,20,12,0.685000
2,group_a,20,13,0.650000
2,group_a,20,14,0.675000
2,group_a,20,15,0.655000
2,group_a,20,16,0.675000
2,group_a,20,17,0.655000
2,group_a,20,18,0.570000
2,group_a,20,19,0.695000
2,group_a,20,20,0.680000
2,group_c1,20,1,0.680000
2,group_c1,20,2,0.618500
2,group_c1,20,3,0.616833
2,group_c1,20,4,0.602167
2,group_c1,20,5,0.573167
2,group_c1,20,6,0.545500
2,group_c1,20,7,0.582333
2,group_c1,20,8,0.592000
2,group_c1,20,9,0.545333
2,group_c1,20,10,0.562333
2,group_c1,20,11,0.565833
2,group_c1,20,12,0.578333
2,group_c1,20,13,0.567000
2,group_c1,20,14,0.574500
2,group_c1,20,15,0.563167
2,group_c1,20,16,0.603833
2,group_c1,20,17,0.593667
2,group_c1,20,18,0.489833
2,group_c1,20,19,0.562833
2,group_c1,20,20,0.579833
2,group_c2,20,1,0.680000
2,group_c2,20,2,0.760000
2,group_c2,20,3,0.830000
2,group_c2,20,4,0.875000
2,group_c2,20,5,0.855000
2,group_c2,20,6,0.850000
2,group_c2,20,7,0.865000
2,group_c2,20,8,0.845000
2,group_c2,20,9,0.835000
2,group_c2,20,10,0.835000
2,group_c2,20,11,0.880000
2,group_c2,20,12,0.855000
2,group_c2,20,13,0.865000
2,group_c2,20,14,0.860000
2,group_c2,20,15,0.840000
2,group_c2,20,16,0.850000
2,group_c2,20,17,0.835000
2,group_c2,20,18,0.785000
2,group_c2,20,19,0.820000
2,group_c2,20,20,0.860000
3,baseline,3,1,0.650000
3,baseline,3,2,0.705000
3,baseline,3,3,0.760000
3,group_a,3,1,0.650000
3,group_a,3,2,0.670000
3,group_a,3,3,0.670000
3,group_c1,3,1,0.650000
3,group_c1,3,2,0.659333
3,group_c1,3,3,0.629500
3,group_c2,3,1,0.650000
3,group_c2,3,2,0.635000
3,group_c2,3,3,0.595000
3,baseline,5,1,0.640000
3,baseline,5,2,0.720000
3,baseline,5,3,0.755000
3,baseline,5,4,0.730000
3,baseline,5,5,0.710000
3,group_a,5,1,0.640000
3,group_a,5,2,0.690000
3,group_a,5,3,0.625000
3,group_a,5,4,0.650000
3,group_a,5,5,0.580000
3,group_c1,5,1,0.640000
3,group_c1,5,2,0.604500
3,group_c1,5,3,0.585333
3,group_c1,5,4,0.570333
3,group_c1,5,5,0.542833
3,group_c2,5,1,0.640000
3,group_c2,5,2,0.575000
3,group_c2,5,3,0.625000
3,group_c2,5,4,0.565000
3,group_c2,5,5,0.480000
3,baseline,7,1,0.570000
3,baseline,7,2,0.640000
3,baseline,7,3,0.705000
3,baseline,7,4,0.745000
3,baseline,7,5,0.695000
3,baseline,7,6,0.705000
3,baseline,7,7,0.715000
3,group_a,7,1,0.570000
3,group_a,7,2,0.535000
3,group_a,7,3,0.595000
3,group_a,7,4,0.615000
3,group_a,7,5,0.590000
3,group_a,7,6,0.545000
3,group_a,7,7,0.635000
3,group_c1,7,1,0.570000
3,group_c1,7,2,0.537333
3,group_c1,7,3,0.573000
3,group_c1,7,4,0.572667
3,group_c1,7,5,0.554667
3,group_c1,7,6,0.552000
3,group_c1,7,7,0.602833
3,group_c2,7,1,0.570000
3,group_c2,7,2,0.540000
3,group_c2,7,3,0.525000
3,group_c2,7,4,0.595000
3,group_c2,7,5,0.495000
3,group_c2,7,6,0.520000
3,group_c2,7,7,0.535000
3,baseline,10,1,0.640000
3,baseline,10,2,0.700000
3,baseline,10,3,0.720000
3,baseline,10,4,0.750000
3,baseline,10,5,0.770000
3,baseline,10,6,0.730000
3,baseline,10,7,0.720000
3,baseline,10,8,0.705000
3,baseline,10,9,0.710000
3,baseline,10,10,0.740000
3,group_a,10,1,0.640000
3,group_a,10,2,0.595000
3,group_a,10,3,0.600000
3,group_a,10,4,0.595000
3,group_a,10,5,0.630000
3,group_a,10,6,0.605000
3,group_a,10,7,0.595000
3,group_a,10,8,0.625000
3,group_a,10,9,0.605000
3,group_a,10,10,0.615000
3,group_c1,10,1,0.640000
3,group_c1,10,2,0.583833
3,group_c1,10,3,0.560167
3,group_c1,10,4,0.582833
3,group_c1,10,5,0.606667
3,group_c1,10,6,0.574500
3,group_c1,10,7,0.563500
3,group_c1,10,8,0.583333
3,group_c1,10,9,0.576333
3,group_c1,10,10,0.562167
3,group_c2,10,1,0.640000
3,group_c2,10,2,0.565000
3,group_c2,10,3,0.580000
3,group_c2,10,4,0.515000
3,group_c2,10,5,0.525000
3,group_c2,10,6,0.490000
3,group_c2,10,7,0.530000
3,group_c2,10,8,0.550000
3,group_c2,10,9,0.545000
3,group_c2,10,10,0.550000
3,baseline,15,1,0.605000
3,baseline,15,2,0.675000
3,baseline,15,3,0.715000
3,baseline,15,4,0.700000
3,baseline,15,5,0.745000
3,baseline,15,6,0.735000
3,baseline,15,7,0.700000
3,baseline,15,8,0.700000
3,baseline,15,9,0.740000
3,baseline,15,10,0.740000
3,baseline,15,11,0.680000
3,baseline,15,12,0.655000
3,baseline,15,13,0.675000
3,baseline,15,14,0.715000
3,baseline,15,15,0.700000
3,group_a,15,1,0.605000
3,group_a,15,2,0.615000
3,group_a,15,3,0.630000
3,group_a,15,4,0.630000
3,group_a,15,5,0.635000
3,group_a,15,6,0.585000
3,group_a,15,7,0.585000
3,group_a,15,8,0.610000
3,group_a,15,9,0.625000
3,group_a,15,10,0.675000
3,group_a,15,11,0.545000
3,group_a,15,12,0.590000
3,group_a,15,13,0.545000
3,group_a,15,14,0.575000
3,group_a,15,15,0.585000
3,group_c1,15,1,0.605000
3,group_c1,15,2,0.579500
3,group_c1,15,3,0.580667
3,group_c1,15,4,0.572167
3,group_c1,15,5,0.596667
3,group_c1,15,6,0.574167
3,group_c1,15,7,0.553333
3,group_c1,15,8,0.589667
3,group_c1,15,9,0.591667
3,group_c1,15,10,0.625500
3,group_c1,15,11,0.561833
3,group_c1,15,12,0.556500
3,group_c1,15,13,0.519000
3,group_c1,15,14,0.550333
3,group_c1,15,15,0.571333
3,group_c2,15,1,0.605000
3,group_c2,15,2,0.585000
3,group_c2,15,3,0.485000
3,group_c2,15,4,0.535000
3,group_c2,15,5,0.525000
3,group_c2,15,6,0.510000
3,group_c2,15,7,0.485000
3,group_c2,15,8,0.510000
3,group_c2,15,9,0.485000
3,group_c2,15,10,0.585000
3,group_c2,15,11,0.490000
3,group_c2,15,12,0.500000
3,group_c2,15,13,0.455000
3,group_c2,15,14,0.435000
3,group_c2,15,15,0.500000
3,baseline,20,1,0.625000
3,baseline,20,2,0.705000
3,baseline,20,3,0.760000
3,baseline,20,4,0.725000
3,baseline,20,5,0.740000
3,baseline,20,6,0.755000
3,baseline,20,7,0.755000
3,baseline,20,8,0.755000
3,baseline,20,9,0.720000
3,baseline,20,10,0.745000
3,baseline,20,11,0.755000
3,baseline,20,12,0.680000
3,baseline,20,13,0.755000
3,baseline,20,14,0.730000
3,baseline,20,15,0.710000
3,baseline,20,16,0.800000
3,baseline,20,17,0.765000
3,baseline,20,18,0.775000
3,baseline,20,19,0.775000
3,baseline,20,20,0.750000
3,group_a,20,1,0.625000
